"DC_TITLE","DC_PUBLISHER","DC_IDENTIFIER","DC_SOURCE","DC_LANGUAGE","DC_RELATION","DTB_REVISION","LB_DURATION","LB_MESSAGE_FORMAT","LB_TARGET_AUDIENCE","LB_DATE_RECORDED","LB_KEYWORDS","LB_TIMING","LB_PRIMARY_SPEAKER","LB_GOAL","LB_ENGLISH_TRANSCRIPTION","LB_NOTES","LB_BENEFICIARY","LB_STATUS","CATEGORIES","QUALITY","PROJECT"
"2","","LB-2_kipjhmhc9s_bm","","ssl1","","3","439","Interview","","","","","","","","","","","Soybeans","l","MEDA"
"3","","LB-2_kipjhmhc9s_bn","","ssl1","","3","523","Interview","","","","","","","","","","","Soybeans","l","MEDA"
"4","","LB-2_kipjhmhc9s_bo","","ssl1","","3","432","Interview","","","","","","","","","","","Soybeans","l","MEDA"
"1","","LB-2_kipjhmhc9s_bp","","ssl1","","3","1216","Interview","","","","","","","","","","","Soybeans","l","MEDA"
"PAYING BACK BANK AND VLSA LOANS AND PREPARING FOR NEW LOANS","","LB-2_kipjhmhc9s_bq","","ssl1","","3","1590","Interview","","","","","","","","","","","Financial Services","l","MEDA"
"PRIOTIZATION OF FINANCING SOURCES","","LB-2_kipjhmhc9s_br","","ssl1","","3","1057","Interview","","","","","","","","","","","Financial Services","l","MEDA"
"DECISION MAKING IN THE COMMUNITY","","LB-2_kipjhmhc9s_bs","","ssl1","","3","399","Drama","","","","","","","","","","","Gender","l","MEDA"
"DECISION MAKING IN THE HOUSEHOLD","","LB-2_kipjhmhc9s_bt","","ssl1","","3","375","Drama","","","","","","","","","","","Gender","l","MEDA"
"PREPARATION AND CONSUMPTION OF GREEN LEAFY VEGETABLES","","LB-2_kipjhmhc9s_bw","","ssl1","","3","203","Interview","","","","","","","","","","","Nutrition","l","MEDA"
"PREVENTION OF GOITRE USING IODATED SALT","","LB-2_kipjhmhc9s_by","","ssl1","","3","590","Song","","","","","","","","","","","Nutrition","l","MEDA"
"CONSUMPTION OF IRON RICH VEGEATABLES","","LB-2_kipjhmhc9s_bz","","ssl1","","3","823","Interview","","","","","","","","","","","Nutrition","l","MEDA"
"PROPER AND TIMELY HAND WASHING","","LB-2_kipjhmhc9s_c0","","ssl1","","3","713","Interview","","","","","","","","","","","Nutrition","l","MEDA"
"B-00020346_0001_0001_E10BD501","B-00020346","B-00020346_E10BD501","ANGBANBEUO - GA","dga","","0","5","","","2015/08/03","","2015-2:0001","HH Rotation 0:Day 001","","","","","","General Feedback","l","MEDA"
"B-00020346_0001_0002_0411C231","B-00020346","B-00020346_0411C231","ANGBANBEUO - GA","dga","","0","5","","","2015/08/03","","2015-2:0001","HH Rotation 0:Day 001","","","","","","General Feedback","l","MEDA"
"B-00020346_0001_0003_33171B01","B-00020346","B-00020346_33171B01","ANGBANBEUO - GA","dga","","0","5","","","2015/08/03","","2015-2:0001","HH Rotation 0:Day 001","","","","","","General Feedback","l","MEDA"
"B-00020346_0001_0004_561BAA91","B-00020346","B-00020346_561BAA91","ANGBANBEUO - GA","dga","","0","5","","","2015/08/03","","2015-2:0001","HH Rotation 0:Day 001","","","","","","General Feedback","l","MEDA"
"B-00020346_0001_0005_341FB164","B-00020346","B-00020346_341FB164","ANGBANBEUO - GA","dga","","0","5","","","2015/08/03","","2015-2:0001","HH Rotation 0:Day 001","","","","","","General Feedback","l","MEDA"
"B-00020346_0001_0006_4523B171","B-00020346","B-00020346_4523B171","ANGBANBEUO - GA","dga","","0","6","","","2015/08/03","","2015-2:0001","HH Rotation 0:Day 001","","","","","","General Feedback","l","MEDA"
"B-00020346_0001_0007_FA298F42","B-00020346","B-00020346_FA298F42","ANGBANBEUO - GA","dga","","0","5","","","2015/08/03","","2015-2:0001","HH Rotation 0:Day 001","","","","","","General Feedback","l","MEDA"
"MEHIMENGA - GILLANG","","LB-2_kipjhmhc9s_c1","","ssl1","","2","3","","","","","","","","","","","","General Feedback","l","MEDA"
"MWINILASON A - GORIPIE","","LB-2_kipjhmhc9s_c2","","ssl1","","2","4","","","","","","","","","","","","General Feedback","l","MEDA"
"TIETAADO - KPAGLAHI","","LB-2_kipjhmhc9s_c3","","ssl1","","2","3","","","","","","","","","","","","General Feedback","l","MEDA"
"DELEMWINI - GORIPIE","","LB-2_kipjhmhc9s_c4","","ssl1","","2","3","","","","","","","","","","","","General Feedback","l","MEDA"
"A-AAMUNA - VAMBOI","","LB-2_o7h369j92r_1","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"AA-MUNA - TARSAW","","LB-2_o7h369j92r_2","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"ABUROKENII - KULFUO.","","LB-2_o7h369j92r_3","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"ACHIELIDOGO - NAABUGUBELLE","","LB-2_o7h369j92r_4","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"ACHIELIDOGO 1 - KULFUO","","LB-2_o7h369j92r_5","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"ACHIELIDONGO 2 - KULFUO","","LB-2_o7h369j92r_6","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"ACHODONGON - BANDEI","","LB-2_o7h369j92r_7","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"ADAKAKADONGO - KULFUO","","LB-2_o7h369j92r_8","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"AFORISINA - SENTIE","","LB-2_o7h369j92r_9","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"AFORISINA 2 - SANTIE","","LB-2_o7h369j92r_a","","ssl1","","2","5","","","","","","","","","","","","Communities","l","MEDA"
"AGBAARIKAN - NAABUGUBELLE","","LB-2_o7h369j92r_b","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"AHEDONGO BAGRIBELLE - CHALLU","","LB-2_o7h369j92r_c","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"AKANDONGONWURUN - BANDEI","","LB-2_o7h369j92r_d","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"AMA-AHNAA - JIJEN","","LB-2_o7h369j92r_e","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"ANAAWUWERI BATIELE - CHALLU","","LB-2_o7h369j92r_f","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"ANGENKYE - LILIXIZ","","LB-2_o7h369j92r_g","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"ANGENKYE 2 - LILIXIA","","LB-2_o7h369j92r_h","","ssl1","","2","5","","","","","","","","","","","","Communities","l","MEDA"
"ANNAARAVIAWUWERI - CHALLU","","LB-2_o7h369j92r_i","","ssl1","","2","5","","","","","","","","","","","","Communities","l","MEDA"
"APEDONDON - BANDEI","","LB-2_o7h369j92r_j","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"APEDONGO BONGRIBELLE - CHALLU","","LB-2_o7h369j92r_k","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"APEDONGON - VAMBOI","","LB-2_o7h369j92r_l","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"APEDONGU - NAABUGUBELLE","","LB-2_o7h369j92r_m","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"ATOMUNA - KROBOI","","LB-2_o7h369j92r_n","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"ATOWORONG - KROBOI","","LB-2_o7h369j92r_o","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"BAKUBALLA - KONKORGU","","LB-2_o7h369j92r_q","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"BANAWUWERIE - CHALLU","","LB-2_o7h369j92r_r","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"BAWUOBELLE - JIJEN","","LB-2_o7h369j92r_s","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"BAWUOBELLE 2 - JIJEN","","LB-2_o7h369j92r_t","","ssl1","","2","5","","","","","","","","","","","","Communities","l","MEDA"
"BONBIEBOI - TARSAW","","LB-2_o7h369j92r_u","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"BUKUJAN - BUJAN","","LB-2_o7h369j92r_v","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"DOHOBOI - NWADUANU","","LB-2_o7h369j92r_w","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"DONIA CHANGEA BAGRIBELLE - CHALLU","","LB-2_o7h369j92r_x","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"GBARIKAN - KUPULIMA","","LB-2_o7h369j92r_y","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"GBARIKANDONGO 1 - SAKALO","","LB-2_o7h369j92r_z","","ssl1","","2","5","","","","","","","","","","","","Communities","l","MEDA"
"GBARIKANDONGO 2 - SAKALO","","LB-2_o7h369j92r_10","","ssl1","","2","5","","","","","","","","","","","","Communities","l","MEDA"
"GIRIGIRI - VAMBOI","","LB-2_o7h369j92r_11","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"HAJAJA - VAMBOI","","LB-2_o7h369j92r_12","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"HUARIBOI - NWADUANU","","LB-2_o7h369j92r_13","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"HUARIBOI 2 - NWADUANU","","LB-2_o7h369j92r_14","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"JIMBILIA - VAMBOI","","LB-2_o7h369j92r_15","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"KAJIABOI - NWADUANU","","LB-2_o7h369j92r_16","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"KANWORI BAGRIBELLE - CHALLU","","LB-2_o7h369j92r_17","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"KANWORUN - NANKPEWIE","","LB-2_o7h369j92r_18","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"KANYIRIWORO - VAMBOI","","LB-2_o7h369j92r_19","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"LA-AANA 1 - LILIXIA","","LB-2_o7h369j92r_1a","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"LA-AANA 2 - LILIXIA","","LB-2_o7h369j92r_1b","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"LAANA BATIELE - CHALLU","","LB-2_o7h369j92r_1c","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"LACHODANGA - BUJAN","","LB-2_o7h369j92r_1d","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"LACHODANGA FOUJAN - BUJAN","","LB-2_o7h369j92r_1e","","ssl1","","2","5","","","","","","","","","","","","Communities","l","MEDA"
"LACHODOGO - KUPULIMA","","LB-2_o7h369j92r_1f","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"LACHODUNGA BANAJA - BUJAN","","LB-2_o7h369j92r_1g","","ssl1","","2","5","","","","","","","","","","","","Communities","l","MEDA"
"LAFIASI - BUJAN","","LB-2_o7h369j92r_1h","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"LAGBARAKANA - SAKALO","","LB-2_o7h369j92r_1i","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"LAMAAANA BAGRIBELLE - CHALLU","","LB-2_o7h369j92r_1j","","ssl1","","2","5","","","","","","","","","","","","Communities","l","MEDA"
"LAMAANA BATIELE - CHALLU","","LB-2_o7h369j92r_1k","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"LANKANWORUN - KONKORGU","","LB-2_o7h369j92r_1l","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"LATOMUANA - NANKPEWIE","","LB-2_o7h369j92r_1m","","ssl1","","3","4","","","","","","","","","","","","Communities","l","MEDA"
"MAKALAJON - NAABUGUBELLE","","LB-2_o7h369j92r_1n","","ssl1","","3","3","","","","","","","","","","","","Communities","l","MEDA"
"MASIDONMI - KROBOI","","LB-2_o7h369j92r_1o","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"MIJINJAN - BUJAN","","LB-2_o7h369j92r_1p","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"MOTHERS CLUB - SAKALO","","LB-2_o7h369j92r_1q","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"NAJEIBOIE - SENTIE","","LB-2_o7h369j92r_1r","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"NAJEIBOIE 2 - SENTIE","","LB-2_o7h369j92r_1s","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"NIAWORA - KONKORGU","","LB-2_o7h369j92r_1t","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"NIFALIA BATIELE - CHALLU","","LB-2_o7h369j92r_1u","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"NIMAGDOGO - KULFUO","","LB-2_o7h369j92r_1v","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"NIMAGDOGO - SENTIE","","LB-2_o7h369j92r_1w","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"NIMAGIDOGO - KUPULIMA","","LB-2_o7h369j92r_1x","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"NIMAKIDOGA - SAKALO","","LB-2_o7h369j92r_1y","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"NIMAKIDONGO 2 - CHALLU","","LB-2_o7h369j92r_1z","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"NIMAKIDONGON - VAMBOI","","LB-2_o7h369j92r_20","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"NIMAKIKANDIE - BANDEI","","LB-2_o7h369j92r_21","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"NIMKIDONGO 1 - CHALLU","","LB-2_o7h369j92r_22","","ssl1","","2","5","","","","","","","","","","","","Communities","l","MEDA"
"NIMOGDANGA FAKOJA - BUJAN","","LB-2_o7h369j92r_23","","ssl1","","2","5","","","","","","","","","","","","Communities","l","MEDA"
"NIMOGDOGO- WAAZA - NANKPEWIE","","LB-2_o7h369j92r_24","","ssl1","","2","5","","","","","","","","","","","","Communities","l","MEDA"
"NIMOGDOGU - NANKPEWIE","","LB-2_o7h369j92r_25","","ssl1","","3","4","","","","","","","","","","","","Communities","l","MEDA"
"PEACE - KONKORGU","","LB-2_o7h369j92r_26","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"SANBIBELLE - JIJEN","","LB-2_o7h369j92r_27","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"SANBIBELLE 2 - JIJEN","","LB-2_o7h369j92r_28","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"SIPEBOI - NWADUANU","","LB-2_o7h369j92r_29","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"TUOTORORONGKAYBIO - CHALLU","","LB-2_o7h369j92r_2a","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"WAJIABOI - NWADUANU","","LB-2_o7h369j92r_2b","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"WESIRATIA - KULFUO","","LB-2_o7h369j92r_2c","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"WIABRIMA - KULFUO","","LB-2_o7h369j92r_2d","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"WIABRIMIA - KUPULIMA","","LB-2_o7h369j92r_2e","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"WIWEREKANCHIE - TARSAW","","LB-2_o7h369j92r_2f","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"WUCHOLISIMA BAGRIBELLE - CHALLU","","LB-2_o7h369j92r_2g","","ssl1","","2","5","","","","","","","","","","","","Communities","l","MEDA"
"WUCHOOLE  BAGRIBELLE - CHALLU","","LB-2_o7h369j92r_2h","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"WUFALIARANIA - KULFUO","","LB-2_o7h369j92r_2i","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"WUFELARIKO BATIELE - CHALLU","","LB-2_o7h369j92r_2j","","ssl1","","2","5","","","","","","","","","","","","Communities","l","MEDA"
"WUOTORTUO - TARSAW","","LB-2_o7h369j92r_2k","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"WUWAR-KOBOI - JIJEN","","LB-2_o7h369j92r_2l","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"WUWEREKANCHIE - KULFUO","","LB-2_o7h369j92r_2m","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"WUWERIEKO - NANKPEWIE","","LB-2_o7h369j92r_2n","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"WUWERIKO - NAABUGUBELLE","","LB-2_o7h369j92r_2o","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"YELIWIEJAN - BUJAN","","LB-2_o7h369j92r_2p","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"ACHODOGO 2 - NABULO","","LB-2_o7h369j92r_2q","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"AGBARIKAN - DASIMA","","LB-2_o7h369j92r_2r","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"A-ISIDOME 1 - NYENTIE","","LB-2_o7h369j92r_2s","","ssl1","","2","5","","","","","","","","","","","","Communities","l","MEDA"
"A-ISIDOME 2 - NYENTIE","","LB-2_o7h369j92r_2t","","ssl1","","2","5","","","","","","","","","","","","Communities","l","MEDA"
"AKANWORUN - DASIMA","","LB-2_o7h369j92r_2u","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"AMAYAANA - NABULO","","LB-2_o7h369j92r_2v","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"ANUBELLE - JEFFISI","","LB-2_o7h369j92r_2w","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"APEDOGO - NABULO","","LB-2_o7h369j92r_2x","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"APEDOGOMI - TAFFIASI","","LB-2_o7h369j92r_2y","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"APENAGA - NYENTIE","","LB-2_o7h369j92r_2z","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"ARWORUN - DASIMA","","LB-2_o7h369j92r_30","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"ASIFADOGOSIA - NABULO","","LB-2_o7h369j92r_31","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"AWASAATRI - NABULO","","LB-2_o7h369j92r_32","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"AWASIDONGO - NABULO","","LB-2_o7h369j92r_33","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"AYAANA - NABULLO","","LB-2_o7h369j92r_34","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"BACHIMBALA - SORBELLE","","LB-2_o7h369j92r_35","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"BAPULABALLA - PULIMA","","LB-2_o7h369j92r_36","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"BAPUNBELLE - JEFFISI","","LB-2_o7h369j92r_37","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"BASINYISU - DASIMA","","LB-2_o7h369j92r_38","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"BAYARIBALA - SORBELLE","","LB-2_o7h369j92r_39","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"BAYEREIKE NINGIMA - CHALLU","","LB-2_o7h369j92r_3a","","ssl1","","2","5","","","","","","","","","","","","Communities","l","MEDA"
"BENINGBELLE - PULIMA","","LB-2_o7h369j92r_3b","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"BOFALA - JEFFISI","","LB-2_o7h369j92r_3c","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"BOSUBELLE - JEFFISI","","LB-2_o7h369j92r_3d","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"CHAWIAKI - KULFUO","","LB-2_o7h369j92r_3e","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"DERIBELLE - JEFFISI","","LB-2_o7h369j92r_3f","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"GBARAKANAGA - NYEMITY","","LB-2_o7h369j92r_3g","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"GBENIBELLE - JEFFISI","","LB-2_o7h369j92r_3h","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"GINIBELLE JEFFISI","","LB-2_o7h369j92r_3i","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"GOWI - JEFFISI","","LB-2_o7h369j92r_3j","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"JAFARLI - BULLU","","LB-2_o7h369j92r_3k","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"KAJARADAN - KATINIA","","LB-2_o7h369j92r_3l","","ssl1","","2","5","","","","","","","","","","","","Communities","l","MEDA"
"KAKWIE 1 - KWALA","","LB-2_o7h369j92r_3m","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"KAKWIE 2 - KWALA","","LB-2_o7h369j92r_3n","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"KANAGAWERI - NYENTIE","","LB-2_o7h369j92r_3o","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"KANININSI - NYEMITY","","LB-2_o7h369j92r_3p","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"KANYIRIWURA - JAWIA","","LB-2_o7h369j92r_3q","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"KANYIRIWURA NYANTIALA - JAWIA","","LB-2_o7h369j92r_3r","","ssl1","","2","5","","","","","","","","","","","","Communities","l","MEDA"
"LA-ANGA - NYENTIE","","LB-2_o7h369j92r_3s","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"LACHODOGO1 - NABULO","","LB-2_o7h369j92r_3t","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"LACHODONGO - CHINCHANG","","LB-2_o7h369j92r_3u","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"LACHODONGO - NYENTIE","","LB-2_o7h369j92r_3v","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"LACHONANGA - BULLU","","LB-2_o7h369j92r_3w","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"LACHONANGA - KUSALI","","LB-2_o7h369j92r_3x","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"LACHONANGA - NYEMITY","","LB-2_o7h369j92r_3y","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"LACHONANGA 2 - NYEMITY","","LB-2_o7h369j92r_3z","","ssl1","","2","5","","","","","","","","","","","","Communities","l","MEDA"
"LAFABIYIALA -CHINCHANG","","LB-2_o7h369j92r_40","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"LAKABALA 1 - JAWIA","","LB-2_o7h369j92r_41","","ssl1","","2","5","","","","","","","","","","","","Communities","l","MEDA"
"LAKABALA 2 - JAWIA","","LB-2_o7h369j92r_42","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"LAKIEDUNULU - BUJAN","","LB-2_o7h369j92r_43","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"MANGERIBA - JEFFISI","","LB-2_o7h369j92r_44","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"MANIBELLE - KUNTULO","","LB-2_o7h369j92r_45","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"NAAJA - PULIMA","","LB-2_o7h369j92r_46","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"NIANIWERA - JETONG","","LB-2_o7h369j92r_47","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"NIIMAKINISAAJAN - TAFFIASI","","LB-2_o7h369j92r_48","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"NIIMOGDOGO 1 - JAWIA","","LB-2_o7h369j92r_49","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"NIIMOGDOGO 2 - JAWIA","","LB-2_o7h369j92r_4a","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"NIIMOGDOGO 3 - JAWIA","","LB-2_o7h369j92r_4b","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"NIISUMOWII - PULIMA","","LB-2_o7h369j92r_4c","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"NIMAKADOGO 1 - JETONG","","LB-2_o7h369j92r_4d","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"NIMAKADOGO 2 - JETONG","","LB-2_o7h369j92r_4e","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"NIMAKAKANDIA - CHINCHANG","","LB-2_o7h369j92r_4f","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"NIMODOGO 1 - KWALA","","LB-2_o7h369j92r_4g","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"NIMODOGO 2 - KWALA","","LB-2_o7h369j92r_4h","","ssl1","","2","5","","","","","","","","","","","","Communities","l","MEDA"
"NIMOGDOGO2 - NYEMITY","","LB-2_o7h369j92r_4i","","ssl1","","2","5","","","","","","","","","","","","Communities","l","MEDA"
"NIMOGDOGU - PULIMA","","LB-2_o7h369j92r_4j","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"NIMOGDOGU 1 - NYEMITY","","LB-2_o7h369j92r_4k","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"NIMOGDONGO - DASIMA","","LB-2_o7h369j92r_4l","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"NIMOGDONGO - KUNTULO","","LB-2_o7h369j92r_4m","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"NYANTIALA - JAWIA","","LB-2_o7h369j92r_4n","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"SEIMILLENI - PULIMA","","LB-2_o7h369j92r_4o","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"SIN-LANI - SILBELLE","","LB-2_o7h369j92r_4p","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"SUMUBOTOLUNKENI 1 - JETONG","","LB-2_o7h369j92r_4q","","ssl1","","2","6","","","","","","","","","","","","Communities","l","MEDA"
"SUMUBOTOLUNKENI 2 - JETONG","","LB-2_o7h369j92r_4r","","ssl1","","2","5","","","","","","","","","","","","Communities","l","MEDA"
"SUMUNIWILA - SILBELLE","","LB-2_o7h369j92r_4s","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"TOURA - NANKPEWIE","","LB-2_o7h369j92r_4t","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
